STAT_ID,Temp_water,pH,DO_mgL,DOSAT,TOC
102435,7.9043715847,8.11305555556,NaN,105.386363636,349.679444444
102436,8.90163934426,8.4,NaN,107.352941176,407.439
102437,7.63730569948,8.1274611399,NaN,97.5777777778,654.030083333
102438,9.53987730061,8.163125,NaN,104.603448276,585.428236842
102439,9.63445378151,8.03448275862,NaN,96.4736842105,1263.67897561
102440,11.0972222222,8.1847826087,NaN,95.4333333333,1340.7501125
102441,13.4358974359,8.25341880342,NaN,97.9212598425,1327.64480488
102442,4.21428571429,7.52943722944,NaN,98.4468085106,127.79955
102443,11.0239726027,8.23253424658,NaN,109.88372093,761.154222222
102444,10.8502994012,8.13473053892,NaN,108.019607843,910.231213115
102445,12.7222222222,8.17210743802,NaN,99.8613138686,2367.78568421
102446,9.04929577465,8.02320574163,NaN,83.0980392157,322.743372549
102447,14.71875,8.23064516129,NaN,98.8571428571,10496.21215
102448,18.4424778761,7.86658986175,NaN,102.747826087,1221.79675
102449,19.015625,8.1,NaN,99.5172413793,1940.76478947
102450,18.543956044,8.13846153846,NaN,105.941176471,812.4495
102451,21.225,7.73,NaN,100.596526316,NaN
102452,12.6224489796,7.86560846561,NaN,78.6179775281,330.622866667
102453,20.38,8.28333333333,NaN,NaN,390.407810811
102454,19.8515625,7.95748031496,NaN,90.2222222222,3057.856
102455,20.5371179039,7.99820359281,NaN,96.2881355932,408.878075862
102456,11.2908496732,7.62105263158,NaN,103.804347826,316.971428571
102457,15.172985782,8.18317535545,NaN,106.941747573,553.196666667
102458,18.9405405405,8.18770949721,NaN,104.076086957,1664.13546552
102459,19.7145695364,8.33326666667,NaN,104.881451389,NaN
102460,22.7894736842,8.32105263158,NaN,96.7647058824,1415.36928571
102461,23.2375,8.09210526316,NaN,NaN,8562.4844
102462,18.0723404255,8.14265957447,NaN,99.9084444444,1818.29845833
102463,20.908,7.822,NaN,67.57416,NaN
102464,25,7.65666666667,NaN,36.7415833333,NaN
102465,15.0666666667,8.51333333333,NaN,NaN,5241.49188889
102466,17.1231372549,8.22311023622,NaN,101.941929825,491.463643564
102467,17.5063694268,7.98662420382,NaN,101.985915493,424.3795
102468,17.1941176471,8.34764705882,NaN,114.5501875,NaN
102469,15.428,8.4212,NaN,102.423252525,NaN
102470,16.6691176471,7.85641025641,NaN,100.96,526.369277778
102471,18.8593908629,8.35157360406,NaN,103.63595858,431.271288889
102472,15.8773006135,8.19754601227,NaN,110.5,425.510837838
102473,27.5458333333,7.30666666667,NaN,65.893875,NaN
102474,21,7.73666666667,NaN,47.713,NaN
102475,22.8235294118,7.77058823529,NaN,74.4897647059,NaN
102476,18,8.415,NaN,155.3165,NaN
102477,22.285106383,8.14170212766,NaN,108.29272093,NaN
102478,20.0696202532,8.1093220339,NaN,90.0074074074,1051.24982813
102479,20.5487804878,7.91147540984,NaN,109.495652174,624.428
102480,22.7150537634,7.88045977011,NaN,102.666666667,498.186674419
102481,20.9224299065,7.97863247863,NaN,96.6554054054,411.320466667
102482,23.3541666667,8.1,NaN,79.4,1803.902
102483,23.75,7.71666666667,NaN,NaN,1267.58775
102484,16.1,8.5,NaN,104,NaN
102485,16.6,8.3,NaN,112,NaN
102486,23.9,8.8,NaN,177,NaN
102487,21.8,8.5,NaN,76,NaN
102488,24,8.4,NaN,77.1,NaN
102489,7.65631578947,8.29298245614,NaN,112.641263158,NaN
102490,8.67688442211,8.14011627907,NaN,91.6153846154,575.608681818
102491,22.5,8.3,NaN,105,NaN
102492,21.5,8.5,NaN,90,NaN
102493,9.38888888889,8.24285714286,NaN,NaN,627.896583333
102494,10.452,8.412,NaN,102.87936,NaN
102495,23.5,8.6,NaN,124,NaN
102496,20.1,8.3,NaN,90,NaN
102497,21.2,8.3,NaN,111,NaN
102498,11.7818181818,8.24090909091,NaN,112.565580645,NaN
102499,20.2,7.8,NaN,106,NaN
102500,23.4,8.3,NaN,116,NaN
102501,11.5661016949,8.32768361582,NaN,99.433175,942.318022727
102502,8.55,8.41,NaN,119.1575,NaN
102503,4.1,8.4,NaN,115.552,NaN
102504,9.39166666667,8.47916666667,NaN,125.365125,NaN
102505,11.897740113,7.99545454545,NaN,87.855225,994.616731707
102506,9.50689655172,8.14827586207,NaN,109.965111111,NaN
102507,11.4557142857,8.07732142857,NaN,104.373656863,NaN
102508,12.658974359,7.86917910448,NaN,84.6343466667,909.772022727
102509,7.50079113924,8.25833333333,NaN,101.195804054,370.91015
102510,11.6842105263,8.30473684211,NaN,99.6428571429,534.827166667
102511,10.8510638298,8.17021276596,NaN,111.526315789,777.828625
102512,6.94444444444,8.05925925926,NaN,98.8,NaN
102513,6.17796610169,7.75762711864,NaN,97.7058823529,NaN
102514,7.58333333333,7.74520547945,NaN,99.3529411765,308.691384615
102515,21.4897959184,7.92577319588,NaN,93.2666666667,1277.67484615
102516,22.7017766497,7.68010204082,NaN,56.7878787879,2408.99396721
102517,19.225,7.86347826087,NaN,95.75,492.750078947
102518,13.1116504854,8.1112244898,NaN,104.95,390.212394737
102519,13.7658959538,8.18545454545,NaN,104.209876543,556.288342105
102520,8.70298507463,7.84820895522,NaN,104.288835821,NaN
102521,14.94,7.77,NaN,81.3054,NaN
102522,14.0035714286,8.01785714286,NaN,105.637285714,NaN
102523,18.5,7.7,NaN,NaN,NaN
102524,12.1514285714,8.02325153374,NaN,97.4851538462,385.988888889
102525,9.40625,7.91625,NaN,100.5675,NaN
102526,20.5,7.8,NaN,99.063,NaN
102527,21.6,8.2425,NaN,63.59625,NaN
102528,12.5625,8.1,NaN,99.7218333333,NaN
102529,11.6968085106,8.4,NaN,111.029850746,636.222333333
102530,12.0465116279,8.53305785124,NaN,107.236842105,646.124787879
102531,15,7.3,NaN,90.607,NaN
102532,7.95205479452,7.892,NaN,100.829268293,NaN
102533,8.38324324324,7.93661971831,NaN,104.259029412,205.668978261
102534,19.1,8.2,NaN,110.063,NaN
102535,9.91176470588,7.52352941176,NaN,103.303058824,NaN
102536,10.2666666667,8.08333333333,NaN,110.462041667,NaN
102537,18.375,8.275,NaN,117.35425,NaN
102538,20.375,8.45,NaN,109.31075,NaN
102539,22.625,7.1,NaN,62.8895,NaN
102540,10.4,8.085,NaN,98.3655,NaN
102541,12.652,7.95496,NaN,107.113243902,NaN
102542,12.8571428571,8.19761904762,NaN,115.390380952,NaN
102543,12.0769230769,8.22266666667,NaN,109,388.848113636
102544,14.6666666667,7.9,NaN,100.835333333,NaN
102545,10.7714285714,8.65,NaN,NaN,297.454636364
102546,10.7769230769,8.2734375,NaN,129.466666667,540.17156
102547,9.45348837209,7.93140495868,NaN,102.986842105,277.018772727
102548,7.87755102041,7.77052631579,NaN,112.923076923,267.031658537
102549,12.8,6.44,NaN,101.1045,NaN
102550,14.95,7.16,NaN,91.7765,NaN
102551,20.1,6.90714285714,NaN,78.051,612.8048
102552,19.4504950495,8.05353535354,NaN,105.485294118,972.297043478
102553,14.6447368421,8.08684210526,NaN,98.8053421053,NaN
102554,16.4625,8.42875,NaN,103.839263158,NaN
102555,9,8,NaN,98.519,NaN
102556,22.3571428571,8.24285714286,NaN,92.7677142857,NaN
102557,20.6506849315,8.28356164384,NaN,113.234637681,NaN
102558,15.875,8.3625,NaN,107.707875,NaN
102559,12.2,8.3,NaN,100.3232,NaN
102560,20.5,8,NaN,67.81,NaN
102561,21.0727272727,8.22151515152,NaN,95.1511935484,NaN
102563,12.3571428571,8.32857142857,NaN,95.3498333333,NaN
102564,13.7142857143,8.22857142857,NaN,100.932,NaN
102565,23.8804347826,8.61739130435,NaN,167.072315789,NaN
102566,16.8508027523,7.82744382022,NaN,95.8435692308,1006.81511735
102567,17.9545454545,8.29318181818,NaN,104.641195122,NaN
102568,22.8623188406,9.15441176471,NaN,191.930232558,1518.399625
102569,19.6987179487,8.44871794872,NaN,NaN,1760.88582353
102570,19.3823529412,8.15789473684,NaN,100.111111111,678.923060606
102571,18.0169491525,8.21016949153,NaN,106.988235294,602.22569697
102572,16.3717948718,7.72727272727,NaN,108,3243.13846667
102573,15.0091743119,8.00747663551,NaN,89.1904761905,801.00175
102574,11.3496240602,7.59389312977,NaN,102.547945205,240.9250625
102575,12.28125,7.1728,NaN,101.947368421,158.626526316
102576,19,6.9,NaN,89.727,NaN
102577,21,7.6,NaN,106.912,NaN
102578,19.5,8.8,NaN,88.116,NaN
102579,15.7,6.79682539683,NaN,103.666666667,220.200551724
102580,22.95,8.05,NaN,159.3285,NaN
102581,17.8368421053,7.83947368421,NaN,76.6308108108,NaN
102583,19.45,7.95923076923,NaN,93.51376,NaN
102584,8.3753968254,6.7987654321,NaN,101.577421053,200.306705882
102585,8.93333333333,6.46666666667,NaN,94.0411666667,NaN
102586,12.25,7,NaN,97.3175,NaN
102587,16.9185082873,7.49237569061,NaN,93.8972241379,NaN
102588,11,8.35,NaN,101.3495,NaN
102589,17.288649789,8.06402542373,NaN,94.6870524017,586.9205
102590,18.7888888889,7.84074074074,NaN,90.2809230769,NaN
102591,19.4980392157,7.7837254902,NaN,76.2000204082,NaN
102592,18.5869565217,7.78695652174,NaN,89.6747619048,NaN
102594,21,8.3,NaN,91.787,NaN
102595,16.3,6.8,NaN,95.696,NaN
102596,26,7.9,NaN,110.439,NaN
102597,15.9766666667,7.46333333333,NaN,98.8422413793,NaN
102600,15.3,7.38076923077,NaN,94.38184,NaN
102601,17.4018518519,7.83205533597,NaN,102.541507813,531.55403876
102602,14.9058139535,7.28081395349,NaN,98.7336086957,189.409772727
102603,15.8458695652,7.5252173913,NaN,102.624777778,NaN
102604,10.2666666667,8,NaN,101.2925,NaN
102605,10.7619047619,7.36170212766,NaN,95.45,110.612952381
102606,15.4,8.5,NaN,100.866,NaN
102607,11.5034482759,7.76896551724,NaN,99.5876785714,NaN
102608,15.15,7.985,NaN,97.658,NaN
102609,18.56,7.98,NaN,107.22,NaN
102610,19.94,7.97,NaN,110.541,NaN
102611,18.8,8.03,NaN,102.993,NaN
102612,14.5436363636,7.85854545455,NaN,98.4837307692,NaN
102613,17.08125,8.053125,NaN,82.9429677419,NaN
102614,18,7.79152542373,NaN,83.5234237288,NaN
102615,12.4,7.2,NaN,103.622,NaN
102616,12.1962962963,7.49259259259,NaN,105.606333333,NaN
102617,15.1642857143,7.63928571429,NaN,100.763178571,NaN
102618,15.3464285714,7.8275,NaN,96.8954285714,NaN
102619,13.7392857143,7.41071428571,NaN,99.4754814815,NaN
102620,15.8290566038,7.4329245283,NaN,81.9597623762,NaN
102621,15.5740512821,7.5824742268,NaN,96.5948762887,231.015307692
102622,15.0945945946,8.37567567568,NaN,104.89825,NaN
102623,11.9,7.86666666667,NaN,91.2314,NaN
102624,15.1993865031,7.80253164557,NaN,94.7831325301,295.2155
102625,16.9760869565,7.82133333333,NaN,95.2262773723,284.543058824
102626,10.7634146341,7.70231958763,NaN,96.9343065693,128.313823529
102627,14.1639072848,8.02957746479,NaN,97.880733945,557.443409091
102628,11.3208955224,7.43965517241,NaN,NaN,86.0321666667
102629,13.5698324022,7.98342857143,NaN,98.8267326733,301.219589744
102630,12.1121495327,7.8820754717,NaN,102.507936508,120.72275
102631,11.3786407767,7.17961165049,NaN,95.6,263.394909091
102632,11.612244898,7.27076923077,NaN,94.3571428571,316.376692308
102635,6.11042944785,7.28580246914,NaN,99.7857142857,197.5272
102636,10.0117647059,7.32235294118,NaN,98.5714285714,189.31926087
102637,7.67699115044,7.45625,NaN,99.1153846154,143.885307692
102638,6.83552631579,7.66710526316,NaN,103.164855263,NaN
102640,8.28648648649,7.46216216216,NaN,96.6692,NaN
102641,12.175,7.445,NaN,99.85525,NaN
102642,8.62,7.64,NaN,95.2222,NaN
102643,9.14,7.406,NaN,93.8896,NaN
102644,10.625,7.2075,NaN,89.7445,NaN
102645,9.72,7.266,NaN,97.4356,NaN
102646,10.6,7.5075,NaN,93.93375,NaN
102647,11.725,7.1625,NaN,83.06325,NaN
102648,16.55,7.69,NaN,105.6985,NaN
102649,13.5,7.8,NaN,79.071,NaN
102650,9.86390532544,7.2550295858,NaN,96.2307692308,254.132095238
102651,9.825,7.485,NaN,93.0405,NaN
102652,11.85,7.625,NaN,93.951,NaN
102655,7.075,7.575,NaN,104.307541667,NaN
102656,12.2,7.7,NaN,95.289,NaN
102657,9.73055555556,7.95277777778,NaN,100.514166667,NaN
102659,10.243902439,7.83463414634,NaN,100.366756098,NaN
102660,11.1378378378,7.22432432432,NaN,55.4472162162,NaN
102661,10.7586206897,7.43879310345,NaN,89.6013217391,NaN
102663,10.3,7.55,NaN,99.443,NaN
102664,14.1,7.7,NaN,95.014,NaN
102665,11.3,8.18,NaN,97.853,NaN
102669,16.7,7.7,NaN,87.672,NaN
102670,11.3,7.552,NaN,93.9604,NaN
102671,11.575,7.6725,NaN,104.7005,NaN
102673,12.425,7.2525,NaN,74.05425,NaN
102674,14.8,7.81,NaN,97.173,NaN
102675,15.8,7.9,NaN,87.801,NaN
102676,10.16,7.438,NaN,85.7078,NaN
102680,11.8101351351,7.8322972973,NaN,95.9761020408,NaN
102681,8.4,8.21,NaN,95.735,NaN
102682,12.325,7.3525,NaN,98.28675,NaN
102683,9.88372093023,7.07209302326,NaN,97.2142857143,205.367333333
102684,13.84,7.266,NaN,94.4096,NaN
102685,11.54,7.26,NaN,99.093,NaN
102687,9.2,7,NaN,102.142,NaN
102689,8.8698630137,7.28368794326,NaN,98.7931034483,172.903465116
102690,7.35714285714,7.60571428571,NaN,96.6682647059,NaN
102691,12.3,7.3,NaN,75.79,NaN
102692,10.1590909091,7.51363636364,NaN,92.0171136364,NaN
102693,15.5,7.6,NaN,91.294,NaN
102694,14.1,7.3,NaN,60.17,NaN
102695,8.74634146341,7.55609756098,NaN,96.16295,NaN
102696,9.94196428571,7.67747747748,NaN,102.045454545,336.8125
102697,10.0862068966,7.94482758621,NaN,103.928571429,NaN
102698,8.31107142857,8.09607142857,NaN,103.765407407,NaN
102699,10.1335714286,7.78285714286,NaN,105.909444444,NaN
102700,8.32272727273,8.02818181818,NaN,102.545454545,297.875111111
102701,13.55,7.74,NaN,100.798,NaN
102702,8.9856,8.0476,NaN,106.75432,NaN
102703,4.71153846154,8.14409448819,NaN,100.890625,324.471055556
102704,17.6,8.5,NaN,NaN,NaN
102705,6.5125,8.00125,NaN,98.6455696203,224.304117647
102706,10.2518181818,8.20454545455,NaN,98.3952727273,NaN
102707,7.42777777778,7.07722222222,NaN,106.310111111,NaN
102708,9.85238095238,7.92884615385,NaN,99.1111111111,250.158372093
102709,9.17816091954,7.84472049689,NaN,105.391304348,192.709487805
102710,11.4,7.67,NaN,97.385,NaN
102711,15.3,6.89,NaN,NaN,NaN
102712,7.16896551724,7.23793103448,NaN,96.8048518519,NaN
102713,11.3,7.29,NaN,95.651,NaN
102714,12.95,7.73,NaN,99.041,NaN
102715,8.01,7.05,NaN,100.298,NaN
102716,18.9,7.78,NaN,103.218,NaN
102717,12.6,7.69,NaN,97.634,NaN
102718,17.1,7.01,NaN,NaN,NaN
102719,12.8,6.63,NaN,NaN,NaN
102720,7.95882352941,7.19382352941,NaN,100.23834375,NaN
102721,8.62790697674,7.22093023256,NaN,97.2558139535,NaN
102722,6.06944444444,7.47444444444,NaN,98.2770588235,NaN
102723,12.3,7.55,NaN,101.514,NaN
102724,6.50657894737,7.41216216216,NaN,100.267605634,31.2215
102725,10.8655172414,7.32310344828,NaN,102.674285714,NaN
102726,11.33,7.79,NaN,NaN,NaN
102727,11.2,7.74,NaN,NaN,NaN
102728,10.93,7.86,NaN,NaN,NaN
102729,10.27,7.89,NaN,NaN,NaN
102730,10.05,7.95,NaN,NaN,NaN
102731,10.980952381,8.34210526316,NaN,NaN,NaN
102732,9.20740740741,7.6262962963,NaN,99.7106153846,NaN
102733,10.9409937888,7.658,NaN,96.375,475.062089552
102734,13.4,8.21,NaN,90.476,NaN
102735,11.7558139535,8.06124031008,NaN,98.9183673469,506.2026
102736,3.11870503597,7.57028985507,NaN,100.473684211,180.137954545
102737,16.85,8.36,NaN,99.598,NaN
102738,14.5,8.01,NaN,91.172,NaN
102739,19.1,7.82,NaN,87.523,NaN
102740,16.15,7.95,NaN,104.472,NaN
102741,13.6095238095,8.49,NaN,107.25635,NaN
102742,10.3762295082,8.32073770492,NaN,109.610958678,NaN
102743,17.6,8.27,NaN,135.869,NaN
102744,15.725,8.2,NaN,134.242,NaN
102745,11.4,8.2675,NaN,92.3165,NaN
102746,12.4736842105,8.40421052632,NaN,107.166647059,NaN
102747,12.1261904762,8.27369047619,NaN,101.64239759,NaN
102748,13.9,8.1,NaN,93.336,NaN
102749,20.625,8.9125,NaN,101.958625,NaN
102750,19,8.36666666667,NaN,102.548666667,NaN
102751,21.1,8.70333333333,NaN,115.326333333,NaN
102752,17.2,8.4,NaN,89.724,NaN
102753,13.9210526316,8.33526315789,NaN,101.614315789,NaN
102754,22.1,8.5,NaN,116.357,NaN
102755,23.5,8.6,NaN,129.271,NaN
102756,23.4,8.81,NaN,140.893,NaN
102757,12.2032258065,8.46451612903,NaN,100.664333333,NaN
102758,11.052,8.04462809917,NaN,105.579710145,306.347954545
102759,22.1,8.58,NaN,103.43,NaN
102760,20.7,8.56,NaN,106.1625,NaN
102761,21.7,8.48,NaN,128.906,NaN
102764,15.2777777778,8.35555555556,NaN,104.415555556,NaN
102765,12.2805555556,8.36472222222,NaN,101.459942857,NaN
102766,10.3,7.4,NaN,100.955,NaN
102767,18.5,7.88,NaN,91.226,NaN
102768,15.2,8.02,NaN,97.067,NaN
102769,21.1,8.2,NaN,NaN,NaN
102771,20.3,8.1,NaN,99.156,NaN
102772,17,7.9,NaN,102.468,NaN
102773,22.0333333333,8.24333333333,NaN,95.473,NaN
102774,15.7,7.97,NaN,92.875,NaN
102775,13.5,7.62,NaN,98.522,NaN
102776,16.5,8.23,NaN,111.077,NaN
102777,15,7.6,NaN,100.094,NaN
102778,14.948,8.244,NaN,97.8944,NaN
102779,18.7,8.2,NaN,107.48,NaN
102780,11.3235294118,7.97006802721,NaN,105.944918919,333.02815
102781,10.5,7.89,NaN,100.682,NaN
102782,21,8.03,NaN,113.094,NaN
102783,16.125,7.78166666667,NaN,98.6393333333,NaN
102784,19.7,7.1,NaN,NaN,NaN
102785,19.9,7.4,NaN,82.641,NaN
102786,14.761682243,8.05785046729,NaN,93.1492336449,NaN
102787,18.8,7.4,NaN,99.515,NaN
102790,19.7,7.8,NaN,76.945,NaN
102791,22.1,7.8,NaN,113.542,NaN
102792,17.2,7.8,NaN,99.945,NaN
102793,19.1,8.2,NaN,107.258,NaN
102794,26.6,8.41,NaN,116.774,NaN
102795,20.8,8,NaN,101.301,NaN
102796,21.5,8.145,NaN,106.1475,NaN
102797,23.4,8.05,NaN,87.304,NaN
102798,19.6,8.18,NaN,104.774,NaN
102799,22.35,8.05,NaN,NaN,NaN
102800,23.6,7.95,NaN,106.026,NaN
102803,18.2,8,NaN,77.89,NaN
102806,13.1168571429,8.09499122807,NaN,104.012053691,373.235121951
102807,18.3,8,NaN,79.999,NaN
102808,10.55,8.34,NaN,101.6092,NaN
102809,13.9916666667,8.5,NaN,103.285958333,NaN
102810,6.77989010989,7.92296703297,NaN,105.810284091,NaN
102811,10.4125,8.075,NaN,108.25,NaN
102812,3.7204797048,8.31375464684,NaN,100.774509804,232.287
102814,9,8.4,NaN,107,NaN
102815,8.40263157895,7.93947368421,NaN,105.676470588,NaN
102816,7.36385542169,8.06439759036,NaN,104.772058824,259.65790625
102817,14.8,8.5,NaN,110,NaN
102818,7.5,NaN,NaN,NaN,NaN
102819,9.89166666667,8.40270833333,NaN,110.697916667,NaN
102820,15,8.62,NaN,118,NaN
102821,9.82564102564,8.00871794872,NaN,98.0564102564,NaN
102822,13.3,8.4,NaN,113,NaN
102823,24.64,8.97,NaN,115.413,NaN
102824,8.89166666667,8.3275,NaN,113.454545455,NaN
102825,21.25,8.75,NaN,100.446,NaN
102826,8.34705882353,8.48058823529,NaN,114.882352941,NaN
102827,10.6153846154,8.32564102564,NaN,112.794871795,NaN
102828,13.1028571429,8.19714285714,NaN,109.142057143,NaN
102829,22.17,8.17,NaN,129.106,NaN
102830,14.26,8.43,NaN,94.715,NaN
102831,10.525,8.49083333333,NaN,112.383333333,NaN
102832,9.75,8.03,NaN,104.525,NaN
102835,22.5,8,NaN,111.358,NaN
102836,10.7921052632,8.44447368421,NaN,104.607894737,NaN
102837,18.6,8.3,NaN,86.34,NaN
102838,21.75,8.27,NaN,101.931,NaN
102839,17.95,8.31,NaN,99.195,NaN
102840,19.62,8.16,NaN,98.275,NaN
102841,11.9727272727,8.36636363636,NaN,107.727272727,NaN
102845,18.1,8.4,NaN,96.805,NaN
102846,16.5,7.7,NaN,95.881,NaN
102855,10.8060493827,8.11503703704,NaN,95.28029375,NaN
102856,10.825,8.36583333333,NaN,105.3,NaN
102860,18.36,8.08,NaN,99.222,NaN
102863,12.1175,8.37675,NaN,98.1625,NaN
102864,17,8.3,NaN,93.427,NaN
102867,18.85,8,NaN,94.16,NaN
102868,19.91,8.01,NaN,120.231,NaN
102869,20.8,7.5,NaN,78.592,NaN
102870,13.0727272727,8.53727272727,NaN,116.029181818,NaN
102872,5.98823529412,8.15235294118,NaN,105.441176471,NaN
102876,16.56,7.62,NaN,91.941,NaN
102877,15.47,7.81,NaN,79.555,NaN
102878,23.13,8.88,NaN,139.493,NaN
102879,12.36,8.11,NaN,92.65,NaN
102880,15.29,7.86,NaN,79.24,NaN
102881,10.3852941176,8.46529411765,NaN,103.939411765,NaN
102882,15.35,7.7,NaN,110,NaN
102884,26.2,8.6,NaN,135.865,NaN
102885,12.9688392857,8.31107142857,NaN,104.094170807,399.831857143
102886,11.4234234234,8.13909090909,NaN,108.233333333,298.164375
102887,12.17,8.074,NaN,105.173913043,731.736555556
102888,11.8969465649,8.15267175573,NaN,99.953125,458.570736842
102889,12.5714285714,8.62978723404,NaN,113.265306122,312.90775
102890,12.406779661,8.61694915254,NaN,107.939130435,438.641092593
102891,12.5,8.225,NaN,97.25,NaN
102892,9.30392156863,8.00592105263,NaN,101.756756757,391.734923077
102893,6.9247311828,7.47653631285,NaN,103.130434783,205.872045455
102894,9.17251461988,7.3062992126,NaN,98.4262295082,411.230178571
102895,23.9,8.7,NaN,69.948,NaN
102896,19.9,8.8,NaN,127.074,NaN
102897,17.5827586207,8.70551724138,NaN,106.591518519,NaN
102898,18.4,7.5,NaN,43.371,NaN
102899,19.3,7.4,NaN,20.304,NaN
102900,13.925,7.975,NaN,82.16125,NaN
102901,19.8,7.8,NaN,64.665,NaN
102902,12.6901960784,8.54509803922,NaN,112.531745098,NaN
102903,26.0777777778,8.73888888889,NaN,121.358,NaN
102904,20.7,8.8,NaN,96.232,NaN
102905,9.63260869565,8.30652173913,NaN,96.5555217391,NaN
102906,11.06,8.28333333333,NaN,106.7955,NaN
102907,27.6,9.14,NaN,140.62,NaN
102908,17.5,8.8,NaN,115.261,NaN
102909,13.8,7.9,NaN,83.294,NaN
102910,17.575,8.5,NaN,75.179,NaN
102911,11.5108552632,8.40901315789,NaN,101.941118421,NaN
102912,11.9567901235,7.89493670886,NaN,98.5102040816,346.621061224
102913,12.1444444444,8.26119402985,NaN,105.255319149,606.227255814
102914,12.0223214286,8.16363636364,NaN,106.952380952,190.10347619
102915,9.94,7.67602739726,NaN,99.6666666667,245.501461538
102916,12.1890243902,7.8736196319,NaN,100.096153846,252.233633803
102917,12.3,7.3,NaN,NaN,NaN
102918,14.1,7.56,NaN,98.001,NaN
102919,14.5,7.2,NaN,102.773,NaN
102920,22.3,8.12,NaN,104.934,NaN
102921,8.69043478261,7.22086956522,NaN,96.7097173913,NaN
102924,16.1775,7.32,NaN,96.444,NaN
102925,24.6,7.41,NaN,99.694,NaN
102926,14.85,7.56,NaN,91.0455,NaN
102927,9.50188034188,7.18444444444,NaN,97.0164741379,NaN
102928,8.96,6.63,NaN,94.1,NaN
102929,12.2074285714,7.24285714286,NaN,82.3284963504,NaN
102930,11.9224324324,7.12324324324,NaN,88.8647575758,NaN
102931,8.62166666667,7.54375,NaN,96.3376190476,NaN
102932,10.0291666667,7.3625,NaN,98.8533125,NaN
102933,17.8,7.28,NaN,53.222,NaN
102934,12.5068,7.2982,NaN,76.30456,NaN
102935,15.3,7.015,NaN,72.9275,NaN
102936,12.5063392857,7.34767857143,NaN,83.2256363636,NaN
102937,12.9376282051,7.27384615385,NaN,83.1823880597,382.784047619
102938,14.6,7.65,NaN,88.1575,NaN
102939,16.1933333333,7.62333333333,NaN,99.6605,NaN
102940,12.6312688822,7.29060422961,NaN,100.931822034,253.286377778
102941,9.3,7.14,NaN,100.214285714,115.866
102942,10.2431192661,7.25504587156,NaN,100.142857143,223.1288
102943,13.7553191489,8.14042553191,NaN,105.468085106,NaN
102944,11.6115107914,7.4309352518,NaN,102.804878049,215.452926829
102945,13.2282608696,7.31956521739,NaN,96.4375,186.733571429
102946,12.6071428571,7.16144578313,NaN,100.076923077,204.326541667
102947,14.141509434,7.75924528302,NaN,105.146853147,NaN
102948,13.45,7.41240310078,NaN,98.5,197.380073171
102949,12.5820895522,7.5053030303,NaN,100.206896552,1583.10182927
102950,16.1,7.95,NaN,108.271,NaN
102951,5.57432432432,7.74788732394,NaN,94.5294117647,185.614176471
102952,3.41891891892,7.23513513514,NaN,90.4,145.6998
102953,6.025,7.9125,NaN,87.3333333333,382.9825
102954,2.1,8.54,NaN,99.5,NaN
102956,3,7.9,NaN,97.224,NaN
102957,2,7.7,NaN,89.507,NaN
102958,5.72368421053,7.44473684211,NaN,93.6204857143,NaN
102961,7.77567567568,7.66486486486,NaN,101.270529412,NaN
102962,7.14102564103,7.62564102564,NaN,97.2269428571,NaN
102963,4.525,7.45,NaN,94.29,NaN
102964,5.6,7.525,NaN,99.532,NaN
102965,6,7.65,NaN,98.28675,NaN
102966,4.25,7.8,NaN,95.47975,NaN
102967,5.2,7.9,NaN,96.323,NaN
102968,5.55,7.95,NaN,95.79425,NaN
102969,4.50238095238,7.69261904762,NaN,97.268,NaN
102970,6.35,7.65,NaN,96.4295,NaN
102971,7.22,7.608,NaN,88.814,NaN
102972,5.66666666667,7.65,NaN,88.0985,NaN
102973,6.91666666667,7.71666666667,NaN,89.16775,NaN
102974,6.25208333333,7.75520833333,NaN,95.6724666667,NaN
102975,4.975,7.725,NaN,95.27,NaN
102976,9.275,7.775,NaN,95.654,NaN
102977,2.46666666667,7.42777777778,NaN,96.1347142857,NaN
102978,3.862,7.653,NaN,96.5074444444,NaN
102979,6.08333333333,7.35666666667,NaN,92.72675,NaN
102980,6.74,7.932,NaN,96.55,NaN
102981,4.82142857143,7.38452380952,NaN,92.7692307692,113.784666667
102982,8.72794117647,7.03333333333,NaN,88.3001875,NaN
102983,3.29411764706,7.40909090909,NaN,76.25,288.79775
102984,3.32631578947,7.29,NaN,99.3136875,NaN
102985,3.03846153846,6.36666666667,NaN,83,154.0255
102986,6.62,7.43846153846,NaN,75,359.855333333
102987,5.93617021277,7.48913043478,NaN,80.6078431373,483.531153846
102988,7.33783783784,7.58378378378,NaN,39,1003.62527273
102989,14.2,7.94,NaN,95.323,NaN
102990,6.34615384615,7.08260869565,NaN,NaN,324.702428571
102991,10.8933333333,7.70933333333,NaN,NaN,1114.25616667
102992,5.19642857143,7.28461538462,NaN,96.6923076923,807.1768
102993,22.1163522013,7.53544303797,NaN,97.5487804878,520.734848485
102994,22,NaN,NaN,NaN,NaN
102995,20.3,7.1,NaN,75.474,NaN
102996,23,7.272,NaN,95.4675,NaN
102998,22.5093896714,6.97189054726,NaN,86.0062149533,599.627680851
103002,22.6672794118,7.59705882353,NaN,96.2608695652,339.417534884
103003,21.25,7.745,NaN,98.916,NaN
103004,22.1315789474,7.59665789474,NaN,94.9174230769,NaN
