STAT_ID,Temp_water,pH,DO_mgL,DOSAT,TOC
100120,15,7.95,NaN,NaN,299.725
100121,13.5,8,NaN,98,NaN
100122,18.45,7.34,NaN,96.5,NaN
100123,17.3,7.45,NaN,107,NaN
100124,13.6,6.49,NaN,93.9,NaN
100125,15.6,6.51,NaN,108,NaN
100126,16.5,7.13,NaN,112,NaN
100127,13.5,7.12,NaN,82,NaN
100128,11.1175438596,8.00122807018,NaN,99.8328245614,290.210285714
100129,13.2450980392,8.09,NaN,102.135098039,402.906444444
100130,12.0083333333,7.46833333333,NaN,71.75,569.932090909
100131,12.43,7.7666,NaN,101.510204082,364.959851064
100133,18.5,6.34,NaN,92.045,NaN
100134,12.6630824373,7.65053763441,NaN,88.0827338129,365.952429752
100135,14.076,7.399,NaN,97.354,363.004020833
100136,14.912962963,7.42074074074,NaN,103.39245283,467.994530612
100137,13.2794117647,6.94647058824,NaN,95.0179411765,NaN
100138,12.9422222222,7.83088888889,NaN,97.3493636364,360.405390244
100139,16.7,7.2,NaN,92.3,NaN
100140,17.4,7.46,NaN,93.5,NaN
100141,13.6367768595,7.87202479339,NaN,103.320020921,364.369485294
100142,15,7.5,NaN,94.8,NaN
100143,16.8,6.41,NaN,104,NaN
100144,14.42,6.604,NaN,97.8823333333,NaN
100145,13.1732484076,6.38344370861,NaN,88.4891818182,464.817780488
100146,13.7733333333,6.52,NaN,106.503608696,1082.341
100147,18.45,6.61,NaN,106.57,NaN
100148,16.6,7.3,NaN,99.049,NaN
100149,16,7,NaN,60.038,NaN
100150,18.3,7.1,NaN,81.811,NaN
100151,15,6.7,NaN,52.578,NaN
100152,17.5,7.2,NaN,98.253,NaN
100153,14.65,6.82,NaN,89.25,NaN
100154,15.4,6.67,NaN,95.8,NaN
100155,17.4666666667,7.00666666667,NaN,99.0666666667,NaN
100156,14.11,6.77,NaN,73.6,NaN
100157,12.664,6.49,NaN,88.46,NaN
100158,17.25,6.265,NaN,83.45,NaN
100159,8.58590909091,6.57409090909,NaN,95.5818181818,NaN
100160,11.6,7.03,NaN,90.8,NaN
100161,21.25,7.35,NaN,NaN,NaN
100162,20.15,7.01,NaN,NaN,NaN
100163,10.1704166667,6.88791666667,NaN,102.6865,NaN
100164,19.4,8.09,NaN,NaN,NaN
100166,19.6,8.175,NaN,117.694,NaN
100167,15.3333333333,7.75,NaN,100.567333333,NaN
100168,10.2717391304,7.71391304348,NaN,100.823272727,NaN
100169,11.1166666667,7.65,NaN,95.2893333333,NaN
100170,13.4166666667,7.98333333333,NaN,102.563,NaN
100171,12.565,7.36125,NaN,89.5043333333,NaN
100172,12.854,7.9,NaN,89.035,NaN
100173,11.8866666667,6.27666666667,NaN,93.795,NaN
100174,15.6625,8.09,NaN,110.6085,NaN
100175,20.6,8.14,NaN,NaN,NaN
100176,12.6366666667,6.12666666667,NaN,100.904,NaN
100177,14.6533333333,7.87,NaN,101.741333333,NaN
100178,13.51,7.85666666667,NaN,105.329333333,NaN
100179,15.1366666667,7.88333333333,NaN,107.199666667,NaN
100180,15.84,7.92666666667,NaN,105.151333333,NaN
100181,20.305,7.9,NaN,106.95975,NaN
100182,22.065,7.87,NaN,112.617,NaN
100183,12.8,7.585,NaN,75.1255,NaN
100184,20.7733333333,7.78666666667,NaN,101.878,NaN
100185,16.455,7.6,NaN,67.7625,NaN
100186,13.0725,7.78606382979,NaN,94.0825639535,NaN
100187,25.6766666667,8.13666666667,NaN,110.988333333,NaN
100188,15.49,7.69333333333,NaN,100.715666667,NaN
100189,13.7033333333,7.06333333333,NaN,98.106,NaN
100190,17.44,7.85,NaN,103.223666667,NaN
100191,18.4075,7.955,NaN,99.6305,NaN
100192,15.3966666667,7.86666666667,NaN,97.6006666667,NaN
100193,11.5207407407,7.79333333333,NaN,97.8920833333,NaN
100195,12.1184246575,7.86479452055,NaN,99.0583426573,NaN
100196,23,8.49,NaN,99.955,NaN
100197,13.3981818182,7.56534161491,NaN,95.9532251656,NaN
100198,13.035971223,7.44130434783,NaN,98.703125,560.656276596
100199,16.48,7.9425,NaN,89.3695,NaN
100200,12.13,7.73333333333,NaN,99.0216666667,NaN
100201,16.25,7.608,NaN,98.28425,NaN
100202,20,8.32,NaN,101.088,NaN
100203,10.104,7.574,NaN,100.215333333,NaN
100204,18.795,7.6775,NaN,106.65,NaN
100205,15.4233333333,7.52666666667,NaN,97.5606666667,NaN
100206,9.3201754386,6.89846491228,NaN,100.962025316,115.683421053
100207,9.32272727273,7.07890909091,NaN,97.9593148148,NaN
100208,10.9175,6.36,NaN,94.51275,NaN
100210,20.5,8,NaN,NaN,NaN
100211,12.5303571429,7.93285714286,NaN,107.508923077,NaN
100212,14.4104477612,7.38125,NaN,86.829787234,513.418266667
100213,17.1,7.32,NaN,NaN,NaN
100214,11.8429166667,7.74958333333,NaN,99.1253333333,NaN
100215,16.6766666667,8.09,NaN,104.192666667,NaN
100216,17.2,7.76,NaN,NaN,NaN
100217,16.23,7.76333333333,NaN,91.4766666667,NaN
100218,15.2,7.63,NaN,88.726,NaN
100219,12.6533333333,7.67,NaN,97.2883333333,NaN
100220,13.7366666667,7.56666666667,NaN,95.3046666667,NaN
100221,12.6933333333,7.14333333333,NaN,92.0073333333,NaN
100222,13.3466666667,7.54666666667,NaN,88.3606666667,NaN
100223,14.8,7.635,NaN,90.9935,NaN
100224,10.4942857143,7.70714285714,NaN,88.9425,NaN
100225,13.1346153846,7.72923076923,NaN,89.2108461538,NaN
100226,21.05,7.055,NaN,54.877,NaN
100227,20.4,7.44,NaN,82.388,NaN
100228,20,7.1,NaN,68.436,NaN
100229,22.1,8,NaN,96.793,NaN
100230,17.9,7.8,NaN,100.759,NaN
100231,21.3,7.9,NaN,120.913,NaN
100232,20.5,7.5,NaN,77.403,NaN
100233,12.8275862069,7.34034482759,NaN,73.6448965517,NaN
100234,16,7.7,NaN,95.676,NaN
100235,21.7,7.7,NaN,88.274,NaN
100236,17.1,7.22,NaN,86.45,NaN
100237,17.6,7.4,NaN,95.788,NaN
100238,14.0256410256,7.74974358974,NaN,96.7565789474,540.708083333
100239,17.4,7.3,NaN,94.443,NaN
100240,11.6935483871,7.96451612903,NaN,106.398103448,NaN
100241,19.8,7.9,NaN,105.943,NaN
100242,16.8,7.5,NaN,74.685,NaN
100243,18.6,7.6,NaN,80.306,NaN
100244,16.8,7.38,NaN,65.989,NaN
100245,17.2,7.8,NaN,93.788,NaN
100246,14.6,7.5,NaN,94.799,NaN
100247,16.4,7.7,NaN,97.515,NaN
100248,18.7,8.08,NaN,117.698,NaN
100249,12.325,7.80785714286,NaN,108.175307692,NaN
100250,18.9,7.15,NaN,94.974,NaN
100251,18.4,7.45,NaN,99.5965,NaN
100252,15.6,7.27,NaN,100.065,NaN
100253,24.2,8.1,NaN,131.073,NaN
100254,20.1,7.39,NaN,100.364,NaN
100255,20,6.45,NaN,79.107,NaN
100256,13.2620689655,7.77034482759,NaN,108.273178571,NaN
100257,17.5,6.4,NaN,88.302,NaN
100258,19.8,7.41,NaN,120.109,NaN
100259,14.2026865672,7.44925373134,NaN,99.180984127,328.865
100260,16.95,7.15,NaN,76.215,NaN
100261,10.146,7.364,NaN,97.5156,NaN
100262,16.14,7.155,NaN,91.9715,NaN
100263,6.55,7.105,NaN,96.5655,NaN
100264,14.1448,7.37176,NaN,90.9315614035,NaN
100265,13.2150537634,7.28260869565,NaN,89,552.662422535
100266,18.2,6.29,NaN,88.182,NaN
100267,15,6.5,NaN,89.862,NaN
100268,12.6684848485,5.01656441718,NaN,89.9190441176,656.703931507
100269,18.7,4.8,NaN,79.297,NaN
100270,18.9,6.5,NaN,62.338,NaN
100271,19.5,4.3,NaN,76.747,NaN
100272,18.1,4.3,NaN,63.592,NaN
100273,16.7,4.6,NaN,39.065,NaN
100274,12.6541666667,4.2813559322,NaN,83.6507936508,653.047125
100275,12.9567307692,5.89346153846,NaN,74.1458163265,NaN
100276,18.04,5.66,NaN,53.08,NaN
100277,17.62,5.64,NaN,82.786,NaN
100278,14.81,5.92,NaN,83.106,NaN
100279,15.3,5.44,NaN,89.852,NaN
100280,14.905,5.86,NaN,88.1965,NaN
100281,18.29,5.66,NaN,79.381,NaN
100282,20.18,5.29,NaN,84.024,NaN
100283,20.714,5.348,NaN,80.6978,NaN
100284,14.1087248322,6.17617449664,NaN,84.4790641026,609.313169231
100285,17.6,6.07,NaN,81.473,NaN
100286,17.9,6.58,NaN,54.078,NaN
100287,20.5,6.7,NaN,78.344,NaN
100288,20.45,8,NaN,103.802,NaN
100289,18.2,7.65,NaN,107.2725,NaN
100290,10.9,7.15,NaN,73.4695,NaN
100291,18.3,7.425,NaN,113.4775,NaN
100292,17.9,9,NaN,132.9185,NaN
100293,19,8.05,NaN,109.5815,NaN
100294,17.51,8.065,NaN,117.503,NaN
100295,19.1,7.815,NaN,115.3455,NaN
100296,22,9.05,NaN,138.353,NaN
100297,16.8,7.64,NaN,112.9275,NaN
100298,16.74,6.895,NaN,58.5705,NaN
100299,17.75,7.3,NaN,102.424,NaN
100300,19.505,7.1,NaN,87.985,NaN
100301,14.495,7.1,NaN,103.4935,NaN
100302,11.0929032258,7.26032258065,NaN,103.564321429,182.916
100303,14.59,5.825,NaN,91.75,NaN
100304,11.855,4.52,NaN,97.6,NaN
100305,4.96569767442,5.93970930233,NaN,101.193333333,NaN
100306,13.515,4.97,NaN,58.25,NaN
100307,13.395,5.345,NaN,86.45,NaN
100308,7.305,5.985,NaN,86.05,NaN
100309,11.55,6.275,NaN,81.8,NaN
100310,13.225,6.035,NaN,97.7,NaN
100311,14.665,6.85,NaN,88.85,NaN
100312,9.33772727273,6.44714285714,NaN,101.735954545,NaN
100313,17.8,7.55,NaN,119.0795,NaN
100314,13.64,7.4,NaN,116.0265,NaN
100315,13.57,6.95,NaN,102.003,NaN
100316,17.38,8.25,NaN,97.7845,NaN
100317,20.41,7.1,NaN,98.48,NaN
100318,17.37,7.165,NaN,96.398,NaN
100319,14.55,6.865,NaN,104.0615,NaN
100320,16.8,7,NaN,103.8875,NaN
100321,16.715,6.9,NaN,109.971,NaN
100322,16.655,8.05,NaN,111.6672,NaN
100323,20.4,8.1,NaN,103.322,NaN
100324,13.83,7.12,NaN,102.746,NaN
100325,17.1,7.6,NaN,92.568,NaN
100326,14.485,7.225,NaN,97.866,NaN
100327,19.2,7.9,NaN,92.638,NaN
100328,15.2,8.02,NaN,99.221,NaN
100329,22.05,7.9,NaN,102.099,NaN
100330,17.8,7.07,NaN,103.7415,NaN
100331,16.35,7.195,NaN,104.4085,NaN
100332,17.05,7.02,NaN,105.367,NaN
100333,16.2,7.51,NaN,109,NaN
100334,14.5,7.4,NaN,118.291,NaN
100335,12.4,7.7,NaN,108.012,NaN
100336,15.2,8.5,NaN,125.772,NaN
100337,15.1,8.3,NaN,118.457,NaN
100338,12.3738888889,7.90777777778,NaN,113.152724138,NaN
100339,12.5,8,NaN,102.945,NaN
100340,11.7051515152,7.70424242424,NaN,106.684888889,NaN
100341,16.5,7.99,NaN,94.664,NaN
100342,17.9,8.1,NaN,102.182,NaN
100343,20.3,8.3,NaN,122.441,NaN
100344,19.05,7.8,NaN,103.8665,NaN
100345,17.4,7.6,NaN,105.143,NaN
100346,18.35,7.9,NaN,125.343,NaN
100347,20.1,7.75,NaN,90.071,NaN
100348,18.65,7.95,NaN,122.487,NaN
100349,19.15,7.75,NaN,104.133,NaN
100350,13.3718113208,7.86186046512,NaN,105.23722695,393.731962025
100351,19.45,7.7,NaN,84.8295,NaN
100352,18.6,7.4,NaN,105.769,NaN
100353,18,6.75,NaN,86.422,NaN
100354,18.18,7.65,NaN,87.4265,NaN
100355,14.1041666667,7.90107142857,NaN,106.720243902,NaN
100356,15.685,7.15,NaN,88.088,NaN
100357,18.2,7.9,NaN,124.75,NaN
100358,10.368852459,4.17909836066,NaN,37.0534351145,521.9173375
100359,20.0216666667,5.40666666667,NaN,91.0973333333,NaN
100360,17.65,7.8,NaN,107.5835,NaN
100361,13.9482857143,7.02742857143,NaN,95.203969697,NaN
100362,18.6,6.96,NaN,75.954,NaN
100363,19.35,7.95,NaN,111.225,NaN
100364,14.8,7.3,NaN,104.358,NaN
100365,15.8,8.54,NaN,133.332,NaN
100366,13.006440678,8.14440677966,NaN,102.018222222,NaN
100367,17.3,8.2,NaN,106.168,NaN
100368,16.15,8.1,NaN,100.2635,NaN
100369,15.3,7.865,NaN,100.8085,NaN
100370,22.8,7.8,NaN,101,NaN
100371,19.2333333333,8.26666666667,NaN,101.118,NaN
100372,16.9,7.8,NaN,86.817,NaN
100373,13.9,7.5,NaN,99.4255,NaN
100374,12.2490625,7.67828125,NaN,104.378912281,NaN
100375,16,8.09,NaN,102.1385,NaN
100376,20.85,8.26,NaN,126.672,NaN
100377,16.05,7.85,NaN,103.3015,NaN
100378,18.85,7.88,NaN,105.878,NaN
100379,14.7871689498,7.56885321101,NaN,102.794606838,563.938836735
100380,19,7.13,NaN,91.919,NaN
100381,15.93,7.7,NaN,112.9115,NaN
100382,20.85,8.26,NaN,120.034,NaN
100383,18,7.8,NaN,101.179,NaN
100384,16.23,7.75,NaN,109.8585,NaN
100385,18.75,7.955,NaN,106.401,NaN
100386,19,7.8,NaN,103.883,NaN
100387,12.8367647059,7.17088235294,NaN,88.84809375,NaN
100388,19,6.3,NaN,78.983,NaN
100389,18.35,7.815,NaN,103.5375,NaN
100390,17.75,7.7,NaN,90.201,NaN
100391,18.8,8.03,NaN,113.5605,NaN
100392,16.365,7.735,NaN,104.0035,NaN
100393,15.65,7.95,NaN,119.7995,NaN
100394,14.37,7.89,NaN,97.475,NaN
100395,15.99,8.04,NaN,95.034,NaN
100396,20.15,7.885,NaN,106.012,NaN
100397,18,7.3,NaN,NaN,NaN
100398,19,6.4,NaN,NaN,NaN
100399,20,6.6,NaN,NaN,NaN
100400,17.5,6.13,NaN,NaN,NaN
100401,20.15,6.75,NaN,NaN,NaN
100402,19,6.4,NaN,NaN,NaN
100403,17,5.7,NaN,NaN,NaN
100404,19,6.5,NaN,NaN,NaN
100405,16.675,6.435,NaN,79.316,NaN
100406,19.5,6.6,NaN,NaN,NaN
100407,13,5.98,NaN,46.009,NaN
100408,20.43,6.01,NaN,73.0015,NaN
100409,21.05,6.25,NaN,85.519,NaN
100410,18.85,5.97,NaN,68.8245,NaN
100411,14.15,6,NaN,30.627,NaN
100412,17.3,5.94,NaN,38.279,NaN
100413,15.1483870968,6.77587096774,NaN,73.1351111111,NaN
100414,19.5,7.2,NaN,NaN,NaN
100415,24.5,7.3,NaN,NaN,NaN
100416,13.1054285714,5.88285714286,NaN,70.9561333333,1262.69058824
100418,14.5841935484,6.27709677419,NaN,91.9385384615,316.182466667
100419,19,5.1,NaN,NaN,NaN
100420,13.5,5.5,NaN,NaN,NaN
100421,19,6.7,NaN,NaN,NaN
100422,18,6.7,NaN,NaN,NaN
100423,17,6.4,NaN,NaN,NaN
100424,20,6.3,NaN,NaN,NaN
100425,14.4,6.2,NaN,NaN,NaN
100426,23.5,6.4,NaN,NaN,NaN
100427,19,6.7,NaN,NaN,NaN
100428,18.5,6.1,NaN,NaN,NaN
100429,18.5,6.4,NaN,NaN,NaN
100430,13.558968059,6.48230958231,NaN,78.2699115044,608.727650794
100431,21,6.7,NaN,NaN,NaN
100433,21.5,6.9,NaN,NaN,NaN
100434,19,7.2,NaN,NaN,NaN
100435,9.5,6.2,NaN,104.871,NaN
100436,11.75,6.175,NaN,83.9045,NaN
100437,12.6769230769,6.36756410256,NaN,83.5418035714,445.246666667
100438,16.5,7.09,NaN,NaN,NaN
100439,8.3,6.775,NaN,85.985,NaN
100440,14.375,7.2325,NaN,78.583,NaN
100441,14.9890625,6.71209677419,NaN,79.0706315789,NaN
100442,13.1561822126,7.63054794521,NaN,104.22296,375.700042667
100443,8.70465116279,6.88419811321,NaN,98.6,200.560267857
100444,12.7439086294,7.37165775401,NaN,98.6591538462,201.209341463
100445,23.81,3.92,NaN,114,NaN
100446,19.05,7.75,NaN,87,NaN
100447,19.5,7.3,NaN,94.31,NaN
100448,26,10.1,NaN,124.577,NaN
100449,23.5,7.4,NaN,97.37,NaN
100450,18,7.6,NaN,97.734,NaN
100451,14.0716535433,7.52834645669,NaN,93.4680564516,NaN
100452,21.5333333333,7.6,NaN,99.824,NaN
100453,11.2369117647,7.26397058824,NaN,96.8427014925,NaN
100454,13.475,7.62278481013,NaN,99.8571428571,283.49025
100455,13.7,7.9,NaN,93.738,NaN
100456,14.1035714286,8.41821428571,NaN,110.8296,367.496
100457,13.1750877193,8.00769230769,NaN,103.1822,310.708106383
100458,21.8666666667,7.87333333333,NaN,94.6333333333,300.308
100459,15.6,8.1,NaN,106.219,NaN
100460,23.9,8.3,NaN,107,NaN
100461,13.5214417745,7.78955512573,NaN,99.5088850575,375.63924918
100462,22.1,8.3,NaN,98.753,NaN
100463,15.2525555556,8.01211111111,NaN,100.932727273,NaN
100464,18.925,8.17,NaN,104,332.945
100465,17.7,8.1,NaN,108,NaN
100466,18,7.9,NaN,94,NaN
100467,19.4,7.6,NaN,102.661,NaN
100468,12.8912962963,8.03314814815,NaN,105.321581395,NaN
100469,18.5333333333,7.59,NaN,83.9,NaN
100470,18.1,8,NaN,121,NaN
100471,23.55,7.85,NaN,101.7915,458.08
100472,23,7.4,NaN,67.541,NaN
100473,23.45,8.28,NaN,86.177,974.107
100474,15.7449152542,8.13101694915,NaN,83.6552264151,NaN
100475,22.95,8.26,NaN,90,716.01
100476,19.5,7.95,NaN,88,NaN
100477,13.964,7.6336,NaN,98.2319565217,NaN
100478,20.4666666667,7.5,NaN,91.8703333333,NaN
100479,13.7223520924,7.49836552749,NaN,94.2265678497,312.948001745
100480,22.3,7.8,NaN,99.562,NaN
100481,22.3,7.95,NaN,107.3615,NaN
100482,23.8,8.5,NaN,111.079,NaN
100483,13.8781407035,7.25743073048,NaN,79.2421383648,496.636580645
100484,16.7,7.2,NaN,99.39,NaN
100485,20.2,7,NaN,96.745,NaN
100486,19.65,7.355,NaN,87.7545,NaN
100487,19.5,7.6,NaN,90.097,NaN
100488,13.0357142857,7.26428571429,NaN,96.2272142857,NaN
100489,21.9,7.6,NaN,96.005,NaN
100490,17.5,7.9,NaN,95.215,NaN
100491,16.5,7.6,NaN,91.501,NaN
100492,20.5,8.1,NaN,103.706,NaN
100493,17.9,7.7,NaN,92.918,NaN
100494,19.3,8,NaN,89.301,NaN
100495,9.58333333333,8,NaN,100.472666667,NaN
100496,23.7,7.8,NaN,NaN,NaN
100497,23.4,7.9,NaN,92.902,NaN
100498,15.4418604651,7.52093023256,NaN,99.4983023256,NaN
100499,25,8.2,NaN,127.288,NaN
100500,20.2,6.9,NaN,82.743,NaN
100501,15.43,7.76333333333,NaN,97.2451666667,NaN
100502,20.4,7.5,NaN,89.651,NaN
100503,19.3,7.8,NaN,88.408,NaN
100504,19.8,7.6,NaN,92.762,NaN
100505,11.123,6.9256,NaN,103.23288,NaN
100506,19.8,7.8,NaN,94.507,NaN
100507,19.4,8,NaN,83.247,NaN
100508,20,7.4,NaN,84.962,NaN
100509,18.8,7.8,NaN,96.865,NaN
100510,24,7.7,NaN,93.722,NaN
100511,20,7.7,NaN,94.442,NaN
100512,17.8,8.1,NaN,96.512,NaN
100513,21.3,8.8,NaN,122.824,NaN
100514,16,7.6,NaN,89.603,NaN
100515,23,7.9,NaN,NaN,NaN
100516,14.5,7.8,NaN,105.97,NaN
100517,25,8.1,NaN,NaN,NaN
100518,14.171875,7.949375,NaN,106.877065934,305.588704918
100519,16,7.7,NaN,90.595,NaN
100520,17.5,7.6,NaN,81.603,NaN
100521,20.5,8,NaN,91.893,NaN
100522,17.5,7.8,NaN,91.552,NaN
100523,22.5,8.1,NaN,95.029,NaN
100524,15.03,7.7731,NaN,100.867433333,325.7430625
100525,19,7.7,NaN,76.158,NaN
100526,15,7.8,NaN,100.778,NaN
100527,20.5,7.8,NaN,96.087,NaN
100528,21,8.1,NaN,104.097,NaN
100529,18.5,6.7,NaN,93.039,NaN
100530,15.5,8.1,NaN,108.993,NaN
100531,16.5,6.1,NaN,95.573,NaN
100532,14.4184210526,7.99245033113,NaN,110.705733333,NaN
100533,25,8.1,NaN,143.004,NaN
100534,20.5,7.8,NaN,97.352,NaN
100535,18,8.1,NaN,101.46,NaN
100536,17.5,8.2,NaN,103.368,NaN
100537,21.5,7.9,NaN,151.783,NaN
100538,20.5,8.17,NaN,102.1455,NaN
100539,25,8.6,NaN,125.468,NaN
100540,22.5,8.1,NaN,105.114,NaN
100541,24.5,8.2,NaN,123.963,NaN
100542,18,7.3,NaN,71.234,NaN
100543,25.5,7.8,NaN,86.282,NaN
100544,20.5,6.9,NaN,97.057,NaN
100545,17,7.7,NaN,96.611,NaN
100546,23.5,8,NaN,115.021,NaN
100547,20.5,8,NaN,93.356,NaN
100548,25,8,NaN,107.977,NaN
100549,18.4,7.3,NaN,90.984,NaN
100550,17,7.4,NaN,84.122,NaN
100551,23,7.5,NaN,59.825,NaN
100552,18.5,7.3,NaN,68.32,NaN
100553,17,8,NaN,93.789,NaN
100554,16.0011428571,8.10403571429,NaN,95.8946060606,415.795352941
100555,20.5,7.4,NaN,91.292,NaN
100556,22.75,7.4,NaN,95.099,NaN
100557,21.5,7,NaN,98.879,NaN
100558,14.0826086957,7.4,NaN,98.4870454545,NaN
