Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,"River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g., valleys)","River_Gradient_-1hot-_Relatively steep gradient (e.g., mountainous or hilly terrain)",MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge,Normalized_Respiration_Rate_mg_DO_per_H_per_L_sediment
S19S_0037-U,-75.7831181,39.8579143,8.97,98.6,19.4,6.5,29.0,1.0,2.0,2.0,0.08723318634874568,0.17412253171913428,6.626168224299065,-0.736350221347762,76.53661657042795,-0.5697058445769798,76.53661657045144,-146.25830672318145,0.05538411495533982,0.04914004128359935,1508.8930152484013,-2816.9506788661006,2033.0,1.8987866674240985,1.8466475703598444,0.07673389080177079,0.030988686669945892,0.08362026561731431,0.23512051155927202,0.14067879980324643,0.01721593703885883,0.31972454500737824,0.057550418101328084,0.038366945400885394,1.0,-40.15,13.09,21.11,4.0,46.8,39.3,90.1,9.9,0.0,NaN,NaN,NaN,0.45,0.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-14.12
S19S_0038-D,-75.7839486,39.8594333,8.62,95.1,19.5,6.5,9.4,4.0,1.0,1.0,0.08875567332879286,0.1977068824100516,6.974166275246595,-0.5354626585251292,75.14485937850492,-0.520872258893847,75.14485937833489,-145.63873236064816,0.055479852838734245,0.04910023319431271,1491.6107092531706,-2821.133628608275,2129.0,1.8982929268647712,1.811945399391095,0.05448567402536402,0.018788163457022077,0.10709253170502583,0.244246124941287,0.14795678722404884,0.015030530765617662,0.30483795209018316,0.06622827618600281,0.04133395960544857,3.87,-27.28,9.44,17.0,12.5,23.1,55.4,91.0,0.0,9.0,NaN,NaN,NaN,0.48,0.08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-7.06
S19S_0038-M,-75.7840693,39.8595115,8.62,95.1,19.5,6.5,27.0,4.0,1.0,1.0,0.08477592943427775,0.1838894915573618,7.039479795633999,-0.5517882025081282,75.79717030833166,-0.5437603616980956,75.7971703083467,-146.0959751644007,0.05401721158999063,0.04784715470558737,1543.4356247097076,-2907.1775688464227,2153.0,1.8547062429708712,1.75127410364478,0.07106363214119833,0.02740362285183465,0.08685555039479796,0.25081281932187643,0.14305620065025546,0.014862981885740827,0.3032977241058987,0.057129586623316304,0.04551788202508128,1.85,-24.95,8.31,8.56,48.3,31.0,8.3,87.6,0.0,12.4,956000000.0,185000000.0,770000000.0,1.21,0.07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-3.59
S19S_0038-U,-75.784143,39.8595761,8.62,95.1,19.5,6.5,7.1,4.0,1.0,1.0,0.08262858811028839,0.1906473512147311,7.66601714731099,-0.9228371005455963,74.13038561312081,-0.48527668818121594,74.13038561311329,-145.39190887424186,0.05128826565825734,0.045482705331254834,1555.6384255650817,-3005.296766679057,2566.0,1.5462660874560865,1.4255893882844313,0.06391270459859703,0.022213561964146533,0.09392049883086516,0.2657833203429462,0.08963367108339829,0.01558846453624318,0.3211223694466095,0.0779423226812159,0.04988308651597818,4.56,-32.07,8.9,10.02,20.9,48.0,23.4,92.3,3.0,4.7,373000000.0,61700000.0,311000000.0,1.86,0.16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-10.78
S19S_0039-D,-84.359197,35.966194,6.13,71.0,22.8,7.5,7.0,2.0,1.0,1.0,0.07783670973592717,0.17849871428145697,6.466887417218543,-1.1399006622516556,74.64834948149256,-0.5034508590012418,74.64834948156296,-145.53608719294533,0.05903603468937078,0.05225091071163842,1404.2294701986755,-2678.6696579708496,2416.0,1.5866468675345127,1.5489891699163971,0.08236754966887418,0.046357615894039736,0.07864238410596026,0.2893211920529801,0.10596026490066225,0.018211920529801324,0.28766556291390727,0.05587748344370861,0.03559602649006623,5.87,-28.11,10.65,16.43,32.2,21.4,20.8,74.4,20.4,5.2,2180000000.0,11500000.0,2160000000.0,1.7,0.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1671.03
S19S_0039-M,-84.358455,35.966319,6.13,71.0,22.8,7.5,7.6,3.0,1.0,1.0,0.08478335181807603,0.18790718804344456,6.655934833204034,-1.0376260667183863,75.52228462416448,-0.5341152499674168,75.52228462404095,-145.77983546211263,0.05572582052433053,0.049454920142251675,1456.4911559348334,-2763.273219966349,2578.0,1.460592207112572,1.4028851038902264,0.07137315748642359,0.024437548487199378,0.09309542280837858,0.2940263770364624,0.12800620636152055,0.014352211016291699,0.3013964313421257,0.0504266873545384,0.022885958107059737,9.68,NaN,10.54,12.78,4.4,9.6,3.2,17.2,6.2,76.6,6010000000.0,200000000.0,5810000000.0,2.8,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-11.12
S19S_0039-U,-84.357361,35.966243,6.13,71.0,22.8,7.5,20.0,3.0,1.0,1.0,0.08806687847423107,0.1812419313075644,6.806317539484621,-0.8237738985868661,76.06597361829965,-0.5531920567822112,76.06597361824639,-146.16528412570804,0.05549215030703211,0.049220451905037904,1515.1386533665834,-2849.3122526335537,2406.0,1.6380251377578423,1.5710164572806482,0.08603491271820449,0.03906899418121363,0.07647547797173733,0.29218620116375726,0.100166251039069,0.015793848711554447,0.300498753117207,0.04239401496259352,0.04738154613466334,3.74,NaN,11.02,12.11,52.6,21.1,6.6,80.3,0.0,19.7,4130000000.0,14900000.0,4120000000.0,1.69,0.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1694.52
S19S_0040-D,-96.584725,39.087889,8.62,98.2,21.7,7.5,3.0,1.0,1.0,3.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-26.93
S19S_0040-M,-96.584798,39.087692,8.62,98.2,21.7,7.5,3.0,1.0,1.0,3.0,0.06617818372066014,0.15204962724572127,6.3557457212713935,-1.1253056234718826,79.75418317589791,-0.6826029184523227,79.75418317584526,-148.24531660721024,0.05048817987783943,0.04475133537340706,1619.2424816625914,-2960.2103854510306,1636.0,1.4999747307296911,1.4475783582876005,0.06540342298288508,0.02567237163814181,0.0519559902200489,0.30684596577017115,0.15097799511002444,0.017114914425427872,0.31784841075794623,0.03606356968215159,0.028117359413202935,NaN,NaN,10.04,18.92,14.1,4.0,14.1,32.2,5.1,62.7,7110000000.0,165000000.0,6940000000.0,NaN,NaN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-60.88
S19S_0040-U,-96.58479,39.08766,8.62,98.2,21.7,7.5,10.0,1.0,1.0,2.0,0.07872908046603261,0.17602649358469205,6.2794384057971016,-1.122282608695652,76.09428777715037,-0.5541855360366849,76.0942877770015,-146.1514647935241,0.05765313786269766,0.0509565146435202,1485.5000000000002,-2769.873837935211,2208.0,1.9064653757468493,1.5949207919956951,0.06748188405797101,0.03985507246376811,0.07608695652173914,0.29347826086956524,0.1431159420289855,0.014039855072463768,0.29393115942028986,0.04619565217391304,0.025815217391304348,NaN,-12.27,15.74,24.52,14.1,4.0,14.1,32.2,5.1,62.7,5150000000.0,256000000.0,4890000000.0,5.91,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1890.34
S19S_0041-D,-120.858196,44.299994,NaN,NaN,20.0,6.5,24.0,1.0,2.0,1.0,0.07443973225940508,0.1676811108167104,6.599737532808399,-1.2865266841644794,76.46182946927296,-0.5670817357585302,76.46182946911277,-146.41931198106718,0.05412112749633848,0.047994632273885084,1501.707217847769,-2829.090156970218,2286.0,2.2102306165989036,2.090791109505369,0.07874015748031496,0.031496062992125984,0.05993000874890639,0.30489938757655294,0.1089238845144357,0.01531058617672791,0.31583552055993,0.051618547681539804,0.033245844269466314,61.95,-29.0,9.6,9.88,10.0,22.2,59.4,91.6,8.4,0.0,2090000000.0,665000.0,2090000000.0,0.21,0.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-4.81
S19S_0041-M,-120.858255,44.300038,NaN,NaN,20.0,6.5,10.0,2.0,2.0,1.0,0.086650585494006,0.16882434892507495,6.615384615384615,-0.6553446553446554,79.18870596243256,-0.6627616127112888,79.18870596234335,-147.5712282860418,0.051142630719396905,0.04537453864398781,1627.936813186813,-2976.0750751846876,2002.0,2.3427597687686985,2.1338977178220886,0.06743256743256744,0.02197802197802198,0.06743256743256744,0.2662337662337662,0.16783216783216784,0.015484515484515484,0.3276723276723277,0.024475524475524476,0.041458541458541456,4.42,-28.95,11.6,18.17,19.3,35.7,31.8,86.8,13.2,0.0,3710000000.0,51200000.0,3660000000.0,0.5,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-88.82
S19S_0041-U,-120.85829,44.300082,NaN,NaN,20.0,6.5,18.0,2.0,2.0,1.0,0.07345557350376271,0.17303184280787962,6.714475431606906,-1.2266489597166887,76.4695868989429,-0.567353926272687,76.46958689882857,-146.4506367993384,0.05348896239124256,0.047418349267586,1520.4713147410357,-2864.5646909710704,2259.0,2.06682463428294,1.905930287059163,0.07569721115537849,0.03142983621071271,0.06418769366976539,0.3178397521027003,0.11376715360779106,0.011509517485613104,0.3058875608676406,0.051350154935812305,0.0283311199645861,-2.13,-28.97,9.71,11.62,13.7,18.3,54.4,86.4,5.7,7.9,1790000000.0,999000.0,1790000000.0,0.18,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-48.64
S19S_0042-D,-80.96434,25.40976,3.9,49.1,29.1,7.5,54.0,3.0,2.0,1.0,0.07473725178467307,0.19978026702124113,7.052478134110787,-0.8354852144939608,73.52340075444357,-0.4639789738384007,73.52340075426436,-144.8624232784639,0.05659284849217685,0.05005767704447282,1457.9925031236985,-2801.62635078154,2401.0,1.7150290155814938,1.6624439739009627,0.0470637234485631,0.01624323198667222,0.08329862557267805,0.3710953769262807,0.12661391087047064,0.011661807580174927,0.24531445231153687,0.07455226988754686,0.024156601416076635,14.91,-26.95,30.04,31.73,30.0,20.8,14.6,65.4,34.6,0.0,6790000000.0,2460000000.0,4330000000.0,38.95,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-19.26
S19S_0042-M,-80.96423,25.40979,3.9,49.1,29.1,7.5,65.0,3.0,2.0,1.0,0.07908379180396477,0.19360213243612337,6.644052863436124,-0.7951541850220264,75.34125986208764,-0.5277635039303964,75.3412598619925,-145.6310398756189,0.05610170236622221,0.04971826183093326,1480.155198237885,-2786.0528323093813,2270.0,1.6501827649480965,1.604879219683338,0.04405286343612335,0.018061674008810574,0.08942731277533039,0.32555066079295153,0.17136563876651983,0.011013215859030838,0.2533039647577093,0.06696035242290749,0.02026431718061674,16.5,-27.02,27.92,22.0,26.3,19.0,29.9,75.2,24.8,0.0,1790000000.0,842000000.0,953000000.0,37.72,2.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-31.19
S19S_0042-U,-80.96423,25.40982,3.9,49.1,29.1,7.5,55.0,3.0,2.0,1.0,0.08171140273641524,0.20406773382846716,7.0085158150851585,-0.7388483373884833,72.99321007422506,-0.44537579207461475,72.99321007413064,-144.63938648167897,0.058016121541036254,0.05131687230984508,1411.7947688564477,-2729.5523301642525,2466.0,1.6853238764514873,1.636164782041285,0.051094890510948905,0.017842660178426603,0.09570154095701541,0.35320356853203566,0.12530413625304138,0.0113544201135442,0.2522303325223033,0.06974858069748581,0.023519870235198703,17.85,-27.12,37.17,22.0,0.0,0.0,0.0,0.0,0.0,100.0,2230000000.0,1040000000.0,1180000000.0,38.42,2.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-50.32
S19S_0043-D,-89.472992,43.14501,NaN,NaN,15.7,7.5,20.0,1.0,3.0,1.0,0.08219196506673408,0.20337548159656216,6.729524772497472,-1.044994944388271,72.53748002705662,-0.42938526410616784,72.53748002705332,-144.71383408856502,0.06123363078473184,0.05407200356231447,1315.157532861476,-2576.2619736671713,1978.0,1.4176029291278367,1.3512727406276466,0.06471183013144591,0.029828109201213347,0.1006066734074823,0.34074823053589487,0.10262891809908999,0.01820020222446916,0.26744186046511625,0.06622851365015167,0.009605662285136502,1.2,-25.3,26.89,21.79,14.0,6.4,12.6,33.0,48.8,18.2,4100000000.0,1730000000.0,2370000000.0,0.49,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-19.4
S19S_0043-M,-89.472023,43.145025,NaN,NaN,15.7,7.5,30.0,1.0,3.0,1.0,0.08221713858569718,0.18547631451418295,6.662405113863364,-0.9880143827407112,74.94852970426606,-0.5139834983915302,74.94852970416547,-145.4861708965398,0.0569546777862458,0.05054405574303071,1429.5853375948861,-2723.092314915914,2503.0,1.752781005107591,1.6707162424452762,0.07750699161006792,0.02357171394326808,0.07950459448661606,0.32081502197363165,0.09788254095085897,0.009588493807431082,0.3128246104674391,0.04994007191370355,0.02836596084698362,9.79,-25.06,7.97,9.84,39.6,2.7,0.1,42.4,36.4,21.2,8850000000.0,414000000.0,8430000000.0,2.54,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-29.33
S19S_0044-D,-79.811134,33.131027,NaN,NaN,24.0,6.0,37.0,1.0,1.0,1.0,0.08964126055612963,0.20474707600281825,7.1770784405824335,-0.6171911695631752,75.27450445348943,-0.5254212088961955,75.27450445344581,-145.82471249112135,0.0540734386828215,0.04782121377440914,1519.3042743071865,-2884.0258793718544,2129.0,2.1300566154094054,1.9248183188395722,0.054015969938938466,0.01972757162987318,0.09722874589008924,0.3428839830906529,0.13057773602630343,0.017848755284170972,0.26491310474401125,0.04744011272898074,0.025364020666979802,3.22,-28.89,17.64,24.32,12.2,40.0,39.7,91.9,8.1,0.0,2860000000.0,1790000.0,2860000000.0,0.98,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1011.81
S19S_0044-M,-79.810626,33.130966,NaN,NaN,24.0,6.0,22.0,1.0,1.0,2.0,0.10053531538306208,0.26443509647890295,9.58860759493671,-0.36738999397227246,67.64000086171458,-0.25754388988637733,67.64000086167196,-142.9294480804329,0.052873492778612696,0.04636036236359617,1468.0149186256779,-3067.227963956445,3318.0,1.9704016390292323,1.8288244481696196,0.039783001808318265,0.015973477998794453,0.15762507534659434,0.4213381555153707,0.04550934297769741,0.0108499095840868,0.1871609403254973,0.10548523206751055,0.0162748643761302,3.47,-30.21,14.77,17.05,71.8,11.2,1.4,84.4,15.6,0.0,1010000000.0,42500000.0,972000000.0,5.08,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-2785.54
S19S_0044-U,-79.810168,33.130796,NaN,NaN,24.0,6.0,24.0,1.0,1.0,1.0,0.09830469082722514,0.236094469203383,8.033830044301249,-0.25211437776882806,71.68333630429359,-0.3994153089267016,71.68333630421029,-144.28478309412563,0.055953632940122865,0.04944053782491164,1434.4087394281112,-2841.907594136349,2483.0,1.9425362170819602,1.9012957174963045,0.042287555376560614,0.017317760773258157,0.1256544502617801,0.39710028191703584,0.08699154248892468,0.01369311316955296,0.23036649214659685,0.0648409182440596,0.02174788562223117,7.66,NaN,20.11,21.03,27.3,36.6,8.9,72.8,27.2,0.0,3500000000.0,15500000.0,3480000000.0,6.78,0.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-1906.69
S19S_0047-D,-149.40333,68.64278,10.26,97.2,8.5,6.5,52.0,1.0,1.0,1.0,0.07808379968273543,0.21059985366647985,7.5358744394618835,-0.92152466367713,73.56715278104541,-0.4655141326687219,73.56715278102914,-145.50720597502527,0.05326240131999649,0.047035881167627525,1468.9913677130046,-2867.545936323869,1784.0,1.5724666024174183,1.5766395449051565,0.04932735426008968,0.021300448430493273,0.10650224215246637,0.36154708520179374,0.10201793721973094,0.016255605381165918,0.2556053811659193,0.07230941704035874,0.015134529147982063,6.04,NaN,10.06,26.9,42.7,7.3,3.2,53.2,40.3,6.5,929000000.0,54700000.0,874000000.0,4.26,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-33.64
S19S_0047-M,-149.40339,68.64274,10.26,97.2,8.5,6.5,76.0,2.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.68,-27.38,28.76,70.18,45.7,9.6,3.5,58.8,20.2,21.0,1330000000.0,127000000.0,1210000000.0,6.89,0.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-1175.43
S19S_0047-U,-149.40346,68.6427,10.26,97.2,8.5,6.5,82.0,2.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.28,-27.47,14.89,37.71,NaN,NaN,NaN,NaN,NaN,NaN,1050000000.0,64800000.0,985000000.0,3.18,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-2727.43
S19S_0050-D,-149.14198,68.66953,12.44,108.2,9.6,6.5,18.0,4.0,1.0,1.0,0.07175859138261384,0.1968463748089888,7.395623891188646,-1.0739207569485512,74.5082352855281,-0.4985345714246008,74.50823528549839,-145.86954615251713,0.051637716711495966,0.045601354350452705,1538.571200473093,-2960.9498326661687,1691.0,1.772592042647664,1.5909574166795006,0.0508574807806032,0.013010053222945003,0.09816676522767594,0.3015966883500887,0.1159077468953282,0.01596688350088705,0.29154346540508574,0.0898876404494382,0.023063276167947958,5.82,-30.15,7.15,12.52,4.9,14.8,72.5,92.2,7.8,0.0,765000000.0,4750000.0,760000000.0,0.45,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.85
S19S_0050-M,-149.14041,68.66967,12.44,108.2,9.6,6.5,5.0,4.0,1.0,1.0,0.08374648264699074,0.20999180847511575,7.5248842592592595,-0.6255787037037037,74.77869853457638,-0.5080245099878473,74.77869853449718,-145.95412824534606,0.05161778502617936,0.04555238142797515,1534.201388888889,-2946.0626046208345,1728.0,1.3701530349742717,1.374649693464408,0.036458333333333336,0.009259259259259259,0.10648148148148148,0.30787037037037035,0.14756944444444445,0.022569444444444444,0.25578703703703703,0.08506944444444445,0.028935185185185185,-8.36,-27.77,15.41,28.03,7.8,6.8,75.1,89.7,10.3,0.0,231000000.0,14700000.0,216000000.0,1.69,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-8.26
S19S_0050-U,-149.5972,68.62722,12.44,108.2,9.6,6.5,31.0,4.0,2.0,1.0,0.0901331385664187,0.24999096725823589,9.015586255756288,-0.6209705986539142,68.62191244063479,-0.29199692774140984,68.62191244065197,-143.148664154138,0.05295067588098131,0.0466048784218123,1440.9548352816153,-2980.6745942290195,2823.0,1.9289184979444747,1.796695663881463,0.028692879914984058,0.00991852639036486,0.15125752745306412,0.3524619199433227,0.07828551186680836,0.010626992561105207,0.20970598653914277,0.12894084307474318,0.030109812256464755,0.76,-37.34,13.15,17.69,8.7,13.8,65.8,88.3,0.0,11.7,8480000000.0,32700000.0,8440000000.0,1.28,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-5.69
S19S_0051-D,-147.50267,65.1531,12.9,101.0,4.5,6.5,15.0,1.0,1.0,1.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.83,-26.29,16.72,31.52,29.4,17.4,39.6,86.4,1.9,11.7,315000000.0,36400000.0,279000000.0,1.14,0.08,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-3.14
S19S_0051-M,-147.50249,65.15298,12.9,101.0,4.5,6.5,3.0,1.0,1.0,1.0,0.06551962096729255,0.19172940352937615,6.982434887946699,-1.0799515445184737,76.81519507841249,-0.5794805290745003,76.81519507858923,-146.83862578985844,0.0503901409162294,0.04452360478427026,1584.006541490006,-2972.062589124391,1651.0,1.7165655795808437,1.6731529605549613,0.03210175651120533,0.013930950938824955,0.08237431859479104,0.3301029678982435,0.17928528164748636,0.015142337976983646,0.24651726226529377,0.08721986674742581,0.013325257419745608,5.48,-26.59,14.87,30.18,62.3,14.0,0.5,76.8,14.6,8.6,2890000000.0,70800000.0,2820000000.0,1.88,0.11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-47.19
S19S_0051-U,-147.80559,64.85568,12.9,101.0,4.5,6.5,8.0,1.0,1.0,1.0,0.07220688685734364,0.2107043332691497,7.710470836261419,-0.9191848208011244,73.64679649403232,-0.46830864891215745,73.64679649398015,-145.69532922317924,0.05176747732935373,0.04556304026351673,1515.6836964160227,-2953.4470895156833,1423.0,1.6754801915416238,1.5653229117337586,0.044975404075895994,0.010541110330288124,0.10189739985945186,0.3408292340126493,0.10892480674631061,0.016865776528460996,0.25298664792691494,0.10189739985945186,0.02108222066057625,7.16,-26.63,11.32,15.72,30.1,34.9,19.9,84.9,11.8,3.3,411000000.0,52500000.0,359000000.0,0.58,0.06,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-2.21
S19S_0052-D,-74.69563,42.13187,NaN,NaN,20.3,6.5,8.5,3.0,1.0,1.0,0.08558030399944072,0.1770136069994407,6.371923937360179,-0.6817673378076062,75.68653470905089,-0.539878410840604,75.68653470898175,-145.62556564727748,0.058876282050497365,0.05229883315278312,1417.0753355704699,-2661.7249380082853,1788.0,1.8900705869403078,1.8473980184224084,0.07662192393736018,0.02069351230425056,0.07270693512304251,0.25223713646532436,0.12024608501118568,0.02348993288590604,0.3344519015659955,0.05480984340044743,0.0447427293064877,3.41,-25.84,11.5,16.47,21.6,29.4,32.8,83.8,16.2,0.0,252000000.0,28200000.0,224000000.0,0.49,0.09,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-15.34
